NO,売上伝票日付,直送指定,委託区分,見積番号,得意先コード,得意先名,発送先コード,発送先名,自社担当者コード,請求得意先コード,得意先名_1,随時請求区分,請求予定日,請求書発行日,請求書発行済み,請求先送月数,回収日締切,発送予定日,広告企画区分,商品コード,数量,単価,金額
6240,2018/10/6,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/6,,W102042,6,240,"1,442"
6241,2018/10/7,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/7,,W102012,7,273,"1,910"
6242,2018/10/7,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/7,,W102013,6,251,"1,505"
6243,2018/10/8,0,0,,ｗH-2601,㈱広島スピリット,,,,ｗH-2601,㈱広島スピリット,0,2018/10/31,2019/5/31,1,0,2018/11/30,2018/10/8,,W102042,4,240,961
6244,2018/10/8,0,0,,ｗH-2601,㈱広島スピリット,,,,ｗH-2601,㈱広島スピリット,0,2018/10/31,2019/5/31,1,0,2018/11/30,2018/10/8,,W102027,4,232,929
6245,2018/10/8,0,0,,ｗH-2601,㈱広島スピリット,,,,ｗH-2601,㈱広島スピリット,0,2018/10/31,2019/5/31,1,0,2018/11/30,2018/10/8,,W102041,5,242,"1,209"
6246,2018/10/8,0,0,,ｗH-2601,㈱広島スピリット,,,,ｗH-2601,㈱広島スピリット,0,2018/10/31,2019/5/31,1,0,2018/11/30,2018/10/8,,W102040,5,212,"1,060"
6247,2018/10/8,0,0,,ｗH-2601,㈱広島スピリット,,,,ｗH-2601,㈱広島スピリット,0,2018/10/31,2019/5/31,1,0,2018/11/30,2018/10/8,,W102028,3,240,721
6248,2018/10/8,0,0,,ｗH-2601,㈱広島スピリット,,,,ｗH-2601,㈱広島スピリット,0,2018/10/31,2019/5/31,1,0,2018/11/30,2018/10/8,,W102029,3,202,606
6249,2018/10/8,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/8,,W102017,4,141,562
6250,2018/10/8,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/8,,W102018,4,163,650
6251,2018/10/8,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/8,,W102028,8,240,"1,924"
6252,2018/10/8,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/8,,W102042,8,240,"1,922"
6253,2018/10/8,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/8,,W102041,8,242,"1,934"
6254,2018/10/8,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/8,,W103603,20,134,"2,676"
6255,2018/10/9,0,0,,ｗH-2901,(株)DX広島センター,,,,ｗH-2901,(株)DX広島センター,0,2018/10/31,2018/10/31,1,0,,2018/10/9,,W102028,6,241,"1,447"
6256,2018/10/9,0,0,,ｗH-2901,(株)DX広島センター,,,,ｗH-2901,(株)DX広島センター,0,2018/10/31,2018/10/31,1,0,,2018/10/9,,W102029,6,203,"1,215"
6257,2018/10/9,0,0,,ｗH-2901,(株)DX広島センター,,,,ｗH-2901,(株)DX広島センター,0,2018/10/31,2018/10/31,1,0,,2018/10/9,,W102040,4,213,850
6258,2018/10/9,0,0,,ｗH-2901,(株)DX広島センター,,,,ｗH-2901,(株)DX広島センター,0,2018/10/31,2018/10/31,1,0,,2018/10/9,,W102005,4,393,"1,573"
6259,2018/10/9,0,0,,ｗH-2901,(株)DX広島センター,,,,ｗH-2901,(株)DX広島センター,0,2018/10/31,2018/10/31,1,0,,2018/10/9,,W102042,6,241,"1,446"
6260,2018/10/9,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/9,,W102011,5,329,"1,645"
6261,2018/10/9,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/9,,W102015,5,336,"1,679"
6262,2018/10/9,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/9,,W102005,8,344,"2,755"
6263,2018/10/9,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/9,,W102027,10,204,"2,040"
6264,2018/10/9,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/9,,W102029,10,177,"1,773"
6265,2018/10/9,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/9,,W102040,10,186,"1,861"
6266,2018/10/9,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/9,,W102042,12,211,"2,531"
6267,2018/10/9,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/9,,W102004,10,86,856
6268,2018/10/9,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/9,,W102007,2,468,937
6269,2018/10/9,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/9,,W103603,10,117,"1,171"
6270,2018/10/9,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/9,,W103615,2,788,"1,576"
6271,2018/10/9,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/9,,W102040,5,212,"1,060"
6272,2018/10/9,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/9,,W102042,5,240,"1,201"
6273,2018/10/9,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/9,,W102028,5,240,"1,202"
6274,2018/10/9,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/9,,W102029,5,202,"1,010"
6275,2018/10/9,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/9,,W102005,10,393,"3,934"
6276,2018/10/9,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/9,,W102042,10,240,"2,403"
6277,2018/10/9,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/9,,W102040,6,212,"1,272"
6278,2018/10/9,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/9,,W102027,6,232,"1,394"
6279,2018/10/9,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/9,,W102042,6,240,"1,442"
6280,2018/10/10,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/10,,W102005,40,393,"15,736"
6281,2018/10/10,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/10,,W102040,40,212,"8,479"
6282,2018/10/10,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/10,,W102029,35,202,"7,070"
6283,2018/10/10,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/10,,W102028,20,240,"4,809"
6284,2018/10/10,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/10,,W102042,35,240,"8,410"
6285,2018/10/10,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/10,,W102027,30,232,"6,970"
6286,2018/10/10,0,0,,ｗH-1501,㈱広島玉の輿,,,1,ｗH-1501,㈱広島玉の輿,0,2018/10/10,,0,0,2018/11/10,2018/10/10,,W105002,1,"77,121","77,121"
6287,2018/10/11,0,0,,ｗK-011401,川本香澄,,,,ｗK-011401,川本香澄,1,2018/10/11,,0,0,,2018/10/11,,W102007,4,723,"2,893"
6288,2018/10/11,0,0,,ｗK-011401,川本香澄,,,,ｗK-011401,川本香澄,1,2018/10/11,,0,0,,2018/10/11,,W100000,0,0,-624
6289,2018/10/11,0,0,,ｗK-011401,川本香澄,,,,ｗK-011401,川本香澄,1,2018/10/11,,0,0,,2018/10/11,,W100000,0,0,648
6290,2018/10/11,0,0,,ｗK-011401,川本香澄,,,,ｗK-011401,川本香澄,1,2018/10/11,,0,0,,2018/10/11,,W102004,3,133,398
6291,2018/10/11,0,0,,ｗK-011401,川本香澄,,,,ｗK-011401,川本香澄,1,2018/10/11,,0,0,,2018/10/11,,W103603,5,181,906
6292,2018/10/11,0,0,,ｗK-011401,川本香澄,,,,ｗK-011401,川本香澄,1,2018/10/11,,0,0,,2018/10/11,,W100000,0,0,-273
6293,2018/10/11,0,0,,ｗH-3101,(株)明屋,,,,ｗH-3101,(株)明屋,0,2018/11/10,,0,0,,2018/10/11,,W102012,15,312,"4,679"
6294,2018/10/11,0,0,,ｗH-3101,(株)明屋,,,,ｗH-3101,(株)明屋,0,2018/11/10,,0,0,,2018/10/11,,W102013,15,287,"4,301"
6295,2018/10/11,0,0,,ｗH-3101,(株)明屋,,,,ｗH-3101,(株)明屋,0,2018/11/10,,0,0,,2018/10/11,,W102033,10,245,"2,446"
6296,2018/10/11,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/11,,W102011,10,329,"3,289"
6297,2018/10/11,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/11,,W102015,10,336,"3,358"
6298,2018/10/11,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/11,,W102005,8,344,"2,755"
6299,2018/10/11,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/11,,W102012,7,273,"1,910"
6300,2018/10/11,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/11,,W102013,6,251,"1,505"
6301,2018/10/11,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/11,,W102028,8,211,"1,689"
6302,2018/10/11,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/11,,W102029,5,177,887
6303,2018/10/11,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/11,,W102017,4,141,562
6304,2018/10/11,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/11,,W102018,4,163,650
6305,2018/10/12,0,0,,ｗH-2601,㈱広島スピリット,,,,ｗH-2601,㈱広島スピリット,0,2018/10/31,2019/5/31,1,0,2018/11/30,2018/10/12,,W102042,5,240,"1,201"
6306,2018/10/12,0,0,,ｗH-2601,㈱広島スピリット,,,,ｗH-2601,㈱広島スピリット,0,2018/10/31,2019/5/31,1,0,2018/11/30,2018/10/12,,W102027,4,232,929
6307,2018/10/12,0,0,,ｗH-2601,㈱広島スピリット,,,,ｗH-2601,㈱広島スピリット,0,2018/10/31,2019/5/31,1,0,2018/11/30,2018/10/12,,W102041,5,242,"1,209"
6308,2018/10/12,0,0,,ｗH-2601,㈱広島スピリット,,,,ｗH-2601,㈱広島スピリット,0,2018/10/31,2019/5/31,1,0,2018/11/30,2018/10/12,,W102040,6,212,"1,272"
6309,2018/10/12,0,0,,ｗH-2601,㈱広島スピリット,,,,ｗH-2601,㈱広島スピリット,0,2018/10/31,2019/5/31,1,0,2018/11/30,2018/10/12,,W102028,4,240,962
6310,2018/10/12,0,0,,ｗH-2601,㈱広島スピリット,,,,ｗH-2601,㈱広島スピリット,0,2018/10/31,2019/5/31,1,0,2018/11/30,2018/10/12,,W102029,3,202,606
6311,2018/10/12,0,0,,ｗH-2601,㈱広島スピリット,,,,ｗH-2601,㈱広島スピリット,0,2018/10/31,2019/5/31,1,0,2018/11/30,2018/10/12,,W102004,30,98,"2,936"
6312,2018/10/12,0,0,,ｗH-2601,㈱広島スピリット,,,,ｗH-2601,㈱広島スピリット,0,2018/10/31,2019/5/31,1,0,2018/11/30,2018/10/12,,W102013,15,287,"4,301"
6313,2018/10/12,0,0,,ｗH-2601,㈱広島スピリット,,,,ｗH-2601,㈱広島スピリット,0,2018/10/31,2019/5/31,1,0,2018/11/30,2018/10/12,,W102033,5,245,"1,223"
6314,2018/10/12,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/12,,W102028,8,240,"1,924"
6315,2018/10/12,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/12,,W102042,8,240,"1,922"
6316,2018/10/12,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/12,,W102041,8,242,"1,934"
6317,2018/10/12,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/12,,W102005,40,393,"15,736"
6318,2018/10/12,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/12,,W102040,40,212,"8,479"
6319,2018/10/12,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/12,,W102029,35,202,"7,070"
6320,2018/10/12,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/12,,W102028,20,240,"4,809"
6321,2018/10/12,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/12,,W102042,35,240,"8,410"
6322,2018/10/12,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/12,,W102027,30,232,"6,970"
6323,2018/10/13,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/13,,W102005,4,344,"1,377"
6324,2018/10/13,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/13,,W102028,15,211,"3,166"
6325,2018/10/13,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/13,,W102029,15,177,"2,660"
6326,2018/10/13,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/13,,W102040,12,186,"2,233"
6327,2018/10/13,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/13,,W102041,12,212,"2,546"
6328,2018/10/13,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/13,,W102042,8,211,"1,687"
6329,2018/10/13,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/13,,W102004,9,86,771
6330,2018/10/13,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/13,,W103603,4,117,468
6331,2018/10/13,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/13,,W102012,10,273,"2,728"
6332,2018/10/13,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/13,,W102051,10,117,"1,167"
6333,2018/10/13,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/13,,W102558,10,46,462
6334,2018/10/13,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/13,,W102040,5,212,"1,060"
6335,2018/10/13,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/13,,W102042,5,240,"1,201"
6336,2018/10/13,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/13,,W102028,5,240,"1,202"
6337,2018/10/13,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/13,,W102029,5,202,"1,010"
6338,2018/10/13,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/13,,W102005,10,393,"3,934"
6339,2018/10/13,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/13,,W102042,10,240,"2,403"
6340,2018/10/13,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/13,,W102040,6,212,"1,272"
6341,2018/10/13,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/13,,W102027,6,232,"1,394"
6342,2018/10/13,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/13,,W102042,6,240,"1,442"
6343,2018/10/15,0,0,,ｗH-2601,㈱広島スピリット,,,,ｗH-2601,㈱広島スピリット,0,2018/10/31,2019/5/31,1,0,2018/11/30,2018/10/15,,W102042,4,240,961
6344,2018/10/15,0,0,,ｗH-2601,㈱広島スピリット,,,,ｗH-2601,㈱広島スピリット,0,2018/10/31,2019/5/31,1,0,2018/11/30,2018/10/15,,W102027,4,232,929
6345,2018/10/15,0,0,,ｗH-2601,㈱広島スピリット,,,,ｗH-2601,㈱広島スピリット,0,2018/10/31,2019/5/31,1,0,2018/11/30,2018/10/15,,W102041,5,242,"1,209"
6346,2018/10/15,0,0,,ｗH-2601,㈱広島スピリット,,,,ｗH-2601,㈱広島スピリット,0,2018/10/31,2019/5/31,1,0,2018/11/30,2018/10/15,,W102040,5,212,"1,060"
6347,2018/10/15,0,0,,ｗH-2601,㈱広島スピリット,,,,ｗH-2601,㈱広島スピリット,0,2018/10/31,2019/5/31,1,0,2018/11/30,2018/10/15,,W102028,3,240,721
6348,2018/10/15,0,0,,ｗH-2601,㈱広島スピリット,,,,ｗH-2601,㈱広島スピリット,0,2018/10/31,2019/5/31,1,0,2018/11/30,2018/10/15,,W102029,3,202,606
6349,2018/10/15,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/15,,W102028,8,240,"1,924"
6350,2018/10/15,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/15,,W102042,8,240,"1,922"
6351,2018/10/15,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/15,,W102041,8,242,"1,934"
6352,2018/10/16,0,0,,ｗH-2901,(株)DX広島センター,,,,ｗH-2901,(株)DX広島センター,0,2018/10/31,2018/10/31,1,0,,2018/10/16,,W102005,5,393,"1,966"
6353,2018/10/16,0,0,,ｗH-2901,(株)DX広島センター,,,,ｗH-2901,(株)DX広島センター,0,2018/10/31,2018/10/31,1,0,,2018/10/16,,W102028,6,241,"1,447"
6354,2018/10/16,0,0,,ｗH-2901,(株)DX広島センター,,,,ｗH-2901,(株)DX広島センター,0,2018/10/31,2018/10/31,1,0,,2018/10/16,,W102029,6,203,"1,215"
6355,2018/10/16,0,0,,ｗH-2901,(株)DX広島センター,,,,ｗH-2901,(株)DX広島センター,0,2018/10/31,2018/10/31,1,0,,2018/10/16,,W102040,4,213,850
6356,2018/10/16,0,0,,ｗH-2901,(株)DX広島センター,,,,ｗH-2901,(株)DX広島センター,0,2018/10/31,2018/10/31,1,0,,2018/10/16,,W102042,6,241,"1,446"
6357,2018/10/16,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/16,,W102011,6,329,"1,973"
6358,2018/10/16,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/16,,W102005,8,344,"2,755"
6359,2018/10/16,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/16,,W102012,10,273,"2,728"
6360,2018/10/16,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/16,,W102013,10,251,"2,508"
6361,2018/10/16,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/16,,W102028,6,211,"1,266"
6362,2018/10/16,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/16,,W102042,6,211,"1,266"
6363,2018/10/16,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/16,,W102018,8,163,"1,300"
6364,2018/10/16,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/16,,W102004,20,86,"1,713"
6365,2018/10/16,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/16,,W103603,20,117,"2,341"
6366,2018/10/16,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/16,,W102040,5,212,"1,060"
6367,2018/10/16,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/16,,W102042,5,240,"1,201"
6368,2018/10/16,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/16,,W102028,5,240,"1,202"
6369,2018/10/16,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/16,,W102029,5,202,"1,010"
6370,2018/10/16,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/16,,W102005,10,393,"3,934"
6371,2018/10/16,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/16,,W102042,10,240,"2,403"
6372,2018/10/16,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/16,,W102040,6,212,"1,272"
6373,2018/10/16,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/16,,W102027,6,232,"1,394"
6374,2018/10/16,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/16,,W102042,6,240,"1,442"
6375,2018/10/18,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/18,,W102011,4,329,"1,316"
6376,2018/10/18,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/18,,W102015,6,336,"2,015"
6377,2018/10/18,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/18,,W102005,4,344,"1,377"
6378,2018/10/18,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/18,,W102029,6,177,"1,064"
6379,2018/10/18,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/18,,W102040,6,186,"1,116"
6380,2018/10/18,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/18,,W102041,4,212,849
6381,2018/10/19,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/19,,W102051,30,117,"3,502"
6382,2018/10/19,0,0,,ｗH-3201,(株)ユートピア,,,,ｗH-3201,(株)ユートピア,0,2018/10/31,2018/10/31,1,0,,2018/10/19,,W102558,30,46,"1,385"
6383,2018/10/19,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/19,,W102028,8,240,"1,924"
6384,2018/10/19,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/19,,W102042,8,240,"1,922"
6385,2018/10/19,0,0,,ｗH-3001,酒原酒造(株),,,,ｗH-3001,酒原酒造(株),0,2018/10/31,2018/10/31,1,0,,2018/10/19,,W102041,8,242,"1,934"
